FIPS,Name,State,County Name,Final County Name
16085,Valley,ID,Valley County,Valley County
16087,Washington,ID,Washington County,Washington County
17001,Adams,IL,Adams County,Adams County
17003,Alexander,IL,Alexander County,Alexander County
17005,Bond,IL,Bond County,Bond County
17007,Boone,IL,Boone County,Boone County
17009,Brown,IL,Brown County,Brown County
17011,Bureau,IL,Bureau County,Bureau County
17013,Calhoun,IL,Calhoun County,Calhoun County
17015,Carroll,IL,Carroll County,Carroll County
17017,Cass,IL,Cass County,Cass County
17019,Champaign,IL,Champaign County,Champaign County
17021,Christian,IL,Christian County,Christian County
17023,Clark,IL,Clark County,Clark County
17025,Clay,IL,Clay County,Clay County
17027,Clinton,IL,Clinton County,Clinton County
17029,Coles,IL,Coles County,Coles County
17031,Cook,IL,Cook County,Cook County
17033,Crawford,IL,Crawford County,Crawford County
17035,Cumberland,IL,Cumberland County,Cumberland County
17037,De Kalb,IL,De Kalb County,De Kalb County
17039,De Witt,IL,De Witt County,De Witt County
17041,Douglas,IL,Douglas County,Douglas County
17043,Du Page,IL,Du Page County,Du Page County
17045,Edgar,IL,Edgar County,Edgar County
17047,Edwards,IL,Edwards County,Edwards County
17049,Effingham,IL,Effingham County,Effingham County
17051,Fayette,IL,Fayette County,Fayette County
17053,Ford,IL,Ford County,Ford County
17055,Franklin,IL,Franklin County,Franklin County
17057,Fulton,IL,Fulton County,Fulton County
17059,Gallatin,IL,Gallatin County,Gallatin County
17061,Greene,IL,Greene County,Greene County
17063,Grundy,IL,Grundy County,Grundy County
17065,Hamilton,IL,Hamilton County,Hamilton County
17067,Hancock,IL,Hancock County,Hancock County
17069,Hardin,IL,Hardin County,Hardin County
17071,Henderson,IL,Henderson County,Henderson County
17073,Henry,IL,Henry County,Henry County
17075,Iroquois,IL,Iroquois County,Iroquois County
17077,Jackson,IL,Jackson County,Jackson County
17079,Jasper,IL,Jasper County,Jasper County
17081,Jefferson,IL,Jefferson County,Jefferson County
17083,Jersey,IL,Jersey County,Jersey County
17085,Jo Daviess,IL,Jo Daviess County,Jo Daviess County
17087,Johnson,IL,Johnson County,Johnson County
17089,Kane,IL,Kane County,Kane County
17091,Kankakee,IL,Kankakee County,Kankakee County
17093,Kendall,IL,Kendall County,Kendall County
17095,Knox,IL,Knox County,Knox County
17097,Lake,IL,Lake County,Lake County
17099,La Salle,IL,La Salle County,La Salle County
17101,Lawrence,IL,Lawrence County,Lawrence County
17103,Lee,IL,Lee County,Lee County
17105,Livingston,IL,Livingston County,Livingston County
17107,Logan,IL,Logan County,Logan County
17109,McDonough,IL,McDonough County,McDonough County
17111,McHenry,IL,McHenry County,McHenry County
17113,McLean,IL,McLean County,McLean County
17115,Macon,IL,Macon County,Macon County
17117,Macoupin,IL,Macoupin County,Macoupin County
17119,Madison,IL,Madison County,Madison County
17121,Marion,IL,Marion County,Marion County
17123,Marshall,IL,Marshall County,Marshall County
17125,Mason,IL,Mason County,Mason County
17127,Massac,IL,Massac County,Massac County
17129,Menard,IL,Menard County,Menard County
17131,Mercer,IL,Mercer County,Mercer County
17133,Monroe,IL,Monroe County,Monroe County
17135,Montgomery,IL,Montgomery County,Montgomery County
17137,Morgan,IL,Morgan County,Morgan County
17139,Moultrie,IL,Moultrie County,Moultrie County
17141,Ogle,IL,Ogle County,Ogle County
17143,Peoria,IL,Peoria County,Peoria County
17145,Perry,IL,Perry County,Perry County
17147,Piatt,IL,Piatt County,Piatt County
17149,Pike,IL,Pike County,Pike County
17151,Pope,IL,Pope County,Pope County
17153,Pulaski,IL,Pulaski County,Pulaski County
17155,Putnam,IL,Putnam County,Putnam County
17157,Randolph,IL,Randolph County,Randolph County
17159,Richland,IL,Richland County,Richland County
17161,Rock Island,IL,Rock Island County,Rock Island County
17163,St Clair,IL,St Clair County,St Clair County
17165,Saline,IL,Saline County,Saline County
17167,Sangamon,IL,Sangamon County,Sangamon County
17169,Schuyler,IL,Schuyler County,Schuyler County
17171,Scott,IL,Scott County,Scott County
17173,Shelby,IL,Shelby County,Shelby County
17175,Stark,IL,Stark County,Stark County
17177,Stephenson,IL,Stephenson County,Stephenson County
17179,Tazewell,IL,Tazewell County,Tazewell County
17181,Union,IL,Union County,Union County
17183,Vermilion,IL,Vermilion County,Vermilion County
17185,Wabash,IL,Wabash County,Wabash County
17187,Warren,IL,Warren County,Warren County
17189,Washington,IL,Washington County,Washington County
17191,Wayne,IL,Wayne County,Wayne County
17193,White,IL,White County,White County
17195,Whiteside,IL,Whiteside County,Whiteside County
17197,Will,IL,Will County,Will County
17199,Williamson,IL,Williamson County,Williamson County
17201,Winnebago,IL,Winnebago County,Winnebago County
17203,Woodford,IL,Woodford County,Woodford County
18001,Adams,IN,Adams County,Adams County
18003,Allen,IN,Allen County,Allen County
18005,Bartholomew,IN,Bartholomew County,Bartholomew County
18007,Benton,IN,Benton County,Benton County
18009,Blackford,IN,Blackford County,Blackford County
18011,Boone,IN,Boone County,Boone County
18013,Brown,IN,Brown County,Brown County
18015,Carroll,IN,Carroll County,Carroll County
18017,Cass,IN,Cass County,Cass County
18019,Clark,IN,Clark County,Clark County
18021,Clay,IN,Clay County,Clay County
18023,Clinton,IN,Clinton County,Clinton County
18025,Crawford,IN,Crawford County,Crawford County
18027,Daviess,IN,Daviess County,Daviess County
18029,Dearborn,IN,Dearborn County,Dearborn County
18031,Decatur,IN,Decatur County,Decatur County
18033,De Kalb,IN,De Kalb County,De Kalb County
18035,Delaware,IN,Delaware County,Delaware County
18037,Dubois,IN,Dubois County,Dubois County
18039,Elkhart,IN,Elkhart County,Elkhart County
18041,Fayette,IN,Fayette County,Fayette County
18043,Floyd,IN,Floyd County,Floyd County
18045,Fountain,IN,Fountain County,Fountain County
18047,Franklin,IN,Franklin County,Franklin County
18049,Fulton,IN,Fulton County,Fulton County
18051,Gibson,IN,Gibson County,Gibson County
18053,Grant,IN,Grant County,Grant County
18055,Greene,IN,Greene County,Greene County
18057,Hamilton,IN,Hamilton County,Hamilton County
18059,Hancock,IN,Hancock County,Hancock County
18061,Harrison,IN,Harrison County,Harrison County
18063,Hendricks,IN,Hendricks County,Hendricks County
18065,Henry,IN,Henry County,Henry County
18067,Howard,IN,Howard County,Howard County
18069,Huntington,IN,Huntington County,Huntington County
18071,Jackson,IN,Jackson County,Jackson County
18073,Jasper,IN,Jasper County,Jasper County
18075,Jay,IN,Jay County,Jay County
18077,Jefferson,IN,Jefferson County,Jefferson County
18079,Jennings,IN,Jennings County,Jennings County
18081,Johnson,IN,Johnson County,Johnson County
18083,Knox,IN,Knox County,Knox County
18085,Kosciusko,IN,Kosciusko County,Kosciusko County
18087,La Grange,IN,La Grange County,La Grange County
18089,Lake,IN,Lake County,Lake County
18091,La Porte,IN,La Porte County,La Porte County
18093,Lawrence,IN,Lawrence County,Lawrence County
18095,Madison,IN,Madison County,Madison County
18097,Marion,IN,Marion County,Marion County
18099,Marshall,IN,Marshall County,Marshall County
18101,Martin,IN,Martin County,Martin County
18103,Miami,IN,Miami County,Miami County
18105,Monroe,IN,Monroe County,Monroe County
18107,Montgomery,IN,Montgomery County,Montgomery County
18109,Morgan,IN,Morgan County,Morgan County
18111,Newton,IN,Newton County,Newton County
18113,Noble,IN,Noble County,Noble County
18115,Ohio,IN,Ohio County,Ohio County
18117,Orange,IN,Orange County,Orange County
18119,Owen,IN,Owen County,Owen County
18121,Parke,IN,Parke County,Parke County
18123,Perry,IN,Perry County,Perry County
18125,Pike,IN,Pike County,Pike County
18127,Porter,IN,Porter County,Porter County
18129,Posey,IN,Posey County,Posey County
18131,Pulaski,IN,Pulaski County,Pulaski County
18133,Putnam,IN,Putnam County,Putnam County
18135,Randolph,IN,Randolph County,Randolph County
18137,Ripley,IN,Ripley County,Ripley County
18139,Rush,IN,Rush County,Rush County
18141,St Joseph,IN,St Joseph County,St Joseph County
18143,Scott,IN,Scott County,Scott County
18145,Shelby,IN,Shelby County,Shelby County
18147,Spencer,IN,Spencer County,Spencer County
18149,Starke,IN,Starke County,Starke County
18151,Steuben,IN,Steuben County,Steuben County
18153,Sullivan,IN,Sullivan County,Sullivan County
18155,Switzerland,IN,Switzerland County,Switzerland County
18157,Tippecanoe,IN,Tippecanoe County,Tippecanoe County
18159,Tipton,IN,Tipton County,Tipton County
18161,Union,IN,Union County,Union County
18163,Vanderburgh,IN,Vanderburgh County,Vanderburgh County
18165,Vermillion,IN,Vermillion County,Vermillion County
18167,Vigo,IN,Vigo County,Vigo County
18169,Wabash,IN,Wabash County,Wabash County
18171,Warren,IN,Warren County,Warren County
18173,Warrick,IN,Warrick County,Warrick County
18175,Washington,IN,Washington County,Washington County
18177,Wayne,IN,Wayne County,Wayne County
18179,Wells,IN,Wells County,Wells County
18181,White,IN,White County,White County
18183,Whitley,IN,Whitley County,Whitley County
19001,Adair,IA,Adair County,Adair County
19003,Adams,IA,Adams County,Adams County
19005,Allamakee,IA,Allamakee County,Allamakee County
19007,Appanoose,IA,Appanoose County,Appanoose County
19009,Audubon,IA,Audubon County,Audubon County
19011,Benton,IA,Benton County,Benton County
19013,Black Hawk,IA,Black Hawk County,Black Hawk County
19015,Boone,IA,Boone County,Boone County
19017,Bremer,IA,Bremer County,Bremer County
19019,Buchanan,IA,Buchanan County,Buchanan County
19021,Buena Vista,IA,Buena Vista County,Buena Vista County
19023,Butler,IA,Butler County,Butler County
19025,Calhoun,IA,Calhoun County,Calhoun County
19027,Carroll,IA,Carroll County,Carroll County
19029,Cass,IA,Cass County,Cass County
19031,Cedar,IA,Cedar County,Cedar County
19033,Cerro Gordo,IA,Cerro Gordo County,Cerro Gordo County
19035,Cherokee,IA,Cherokee County,Cherokee County
19037,Chickasaw,IA,Chickasaw County,Chickasaw County
19039,Clarke,IA,Clarke County,Clarke County
19041,Clay,IA,Clay County,Clay County
19043,Clayton,IA,Clayton County,Clayton County
19045,Clinton,IA,Clinton County,Clinton County
19047,Crawford,IA,Crawford County,Crawford County
19049,Dallas,IA,Dallas County,Dallas County
19051,Davis,IA,Davis County,Davis County
19053,Decatur,IA,Decatur County,Decatur County
19055,Delaware,IA,Delaware County,Delaware County
19057,Des Moines,IA,Des Moines County,Des Moines County
19059,Dickinson,IA,Dickinson County,Dickinson County
19061,Dubuque,IA,Dubuque County,Dubuque County
19063,Emmet,IA,Emmet County,Emmet County
19065,Fayette,IA,Fayette County,Fayette County
19067,Floyd,IA,Floyd County,Floyd County
19069,Franklin,IA,Franklin County,Franklin County
19071,Fremont,IA,Fremont County,Fremont County
19073,Greene,IA,Greene County,Greene County
19075,Grundy,IA,Grundy County,Grundy County
19077,Guthrie,IA,Guthrie County,Guthrie County
19079,Hamilton,IA,Hamilton County,Hamilton County
19081,Hancock,IA,Hancock County,Hancock County
19083,Hardin,IA,Hardin County,Hardin County
19085,Harrison,IA,Harrison County,Harrison County
19087,Henry,IA,Henry County,Henry County
19089,Howard,IA,Howard County,Howard County
19091,Humboldt,IA,Humboldt County,Humboldt County
19093,Ida,IA,Ida County,Ida County
19095,Iowa,IA,Iowa County,Iowa County
19097,Jackson,IA,Jackson County,Jackson County
19099,Jasper,IA,Jasper County,Jasper County
19101,Jefferson,IA,Jefferson County,Jefferson County
19103,Johnson,IA,Johnson County,Johnson County
19105,Jones,IA,Jones County,Jones County
19107,Keokuk,IA,Keokuk County,Keokuk County
19109,Kossuth,IA,Kossuth County,Kossuth County
19111,Lee,IA,Lee County,Lee County
19113,Linn,IA,Linn County,Linn County
19115,Louisa,IA,Louisa County,Louisa County
19117,Lucas,IA,Lucas County,Lucas County
19119,Lyon,IA,Lyon County,Lyon County
19121,Madison,IA,Madison County,Madison County
19123,Mahaska,IA,Mahaska County,Mahaska County
19125,Marion,IA,Marion County,Marion County
19127,Marshall,IA,Marshall County,Marshall County
19129,Mills,IA,Mills County,Mills County
19131,Mitchell,IA,Mitchell County,Mitchell County
19133,Monona,IA,Monona County,Monona County
19135,Monroe,IA,Monroe County,Monroe County
19137,Montgomery,IA,Montgomery County,Montgomery County
19139,Muscatine,IA,Muscatine County,Muscatine County
19141,O Brien,IA,O Brien County,O Brien County
19143,Osceola,IA,Osceola County,Osceola County
19145,Page,IA,Page County,Page County
19147,Palo Alto,IA,Palo Alto County,Palo Alto County
19149,Plymouth,IA,Plymouth County,Plymouth County
19151,Pocahontas,IA,Pocahontas County,Pocahontas County
19153,Polk,IA,Polk County,Polk County
19155,Pottawattamie,IA,Pottawattamie County,Pottawattamie County
19157,Poweshiek,IA,Poweshiek County,Poweshiek County
19159,Ringgold,IA,Ringgold County,Ringgold County
19161,Sac,IA,Sac County,Sac County
19163,Scott,IA,Scott County,Scott County
19165,Shelby,IA,Shelby County,Shelby County
19167,Sioux,IA,Sioux County,Sioux County
19169,Story,IA,Story County,Story County
19171,Tama,IA,Tama County,Tama County
19173,Taylor,IA,Taylor County,Taylor County
19175,Union,IA,Union County,Union County
19177,Van Buren,IA,Van Buren County,Van Buren County
19179,Wapello,IA,Wapello County,Wapello County
19181,Warren,IA,Warren County,Warren County
19183,Washington,IA,Washington County,Washington County
19185,Wayne,IA,Wayne County,Wayne County
19187,Webster,IA,Webster County,Webster County
19189,Winnebago,IA,Winnebago County,Winnebago County
19191,Winneshiek,IA,Winneshiek County,Winneshiek County
19193,Woodbury,IA,Woodbury County,Woodbury County
19195,Worth,IA,Worth County,Worth County
19197,Wright,IA,Wright County,Wright County
20001,Allen,KS,Allen County,Allen County
20003,Anderson,KS,Anderson County,Anderson County
20005,Atchison,KS,Atchison County,Atchison County
20007,Barber,KS,Barber County,Barber County
20009,Barton,KS,Barton County,Barton County
20011,Bourbon,KS,Bourbon County,Bourbon County
20013,Brown,KS,Brown County,Brown County
20015,Butler,KS,Butler County,Butler County
20017,Chase,KS,Chase County,Chase County
20019,Chautauqua,KS,Chautauqua County,Chautauqua County
20021,Cherokee,KS,Cherokee County,Cherokee County
20023,Cheyenne,KS,Cheyenne County,Cheyenne County
20025,Clark,KS,Clark County,Clark County
20027,Clay,KS,Clay County,Clay County
20029,Cloud,KS,Cloud County,Cloud County
20031,Coffey,KS,Coffey County,Coffey County
20033,Comanche,KS,Comanche County,Comanche County
20035,Cowley,KS,Cowley County,Cowley County
20037,Crawford,KS,Crawford County,Crawford County
20039,Decatur,KS,Decatur County,Decatur County
20041,Dickinson,KS,Dickinson County,Dickinson County
20043,Doniphan,KS,Doniphan County,Doniphan County
20045,Douglas,KS,Douglas County,Douglas County
20047,Edwards,KS,Edwards County,Edwards County
20049,Elk,KS,Elk County,Elk County
20051,Ellis,KS,Ellis County,Ellis County
20053,Ellsworth,KS,Ellsworth County,Ellsworth County
20055,Finney,KS,Finney County,Finney County
20057,Ford,KS,Ford County,Ford County
20059,Franklin,KS,Franklin County,Franklin County
20061,Geary,KS,Geary County,Geary County
20063,Gove,KS,Gove County,Gove County
20065,Graham,KS,Graham County,Graham County
20067,Grant,KS,Grant County,Grant County
20069,Gray,KS,Gray County,Gray County
20071,Greeley,KS,Greeley County,Greeley County
20073,Greenwood,KS,Greenwood County,Greenwood County
20075,Hamilton,KS,Hamilton County,Hamilton County
20077,Harper,KS,Harper County,Harper County
20079,Harvey,KS,Harvey County,Harvey County
20081,Haskell,KS,Haskell County,Haskell County
20083,Hodgeman,KS,Hodgeman County,Hodgeman County
20085,Jackson,KS,Jackson County,Jackson County
20087,Jefferson,KS,Jefferson County,Jefferson County
20089,Jewell,KS,Jewell County,Jewell County
20091,Johnson,KS,Johnson County,Johnson County
20093,Kearny,KS,Kearny County,Kearny County
20095,Kingman,KS,Kingman County,Kingman County
20097,Kiowa,KS,Kiowa County,Kiowa County
20099,Labette,KS,Labette County,Labette County
20101,Lane,KS,Lane County,Lane County
20103,Leavenworth,KS,Leavenworth County,Leavenworth County
20105,Lincoln,KS,Lincoln County,Lincoln County
20107,Linn,KS,Linn County,Linn County
20109,Logan,KS,Logan County,Logan County
20111,Lyon,KS,Lyon County,Lyon County
20113,McPherson,KS,McPherson County,McPherson County
20115,Marion,KS,Marion County,Marion County
20117,Marshall,KS,Marshall County,Marshall County
20119,Meade,KS,Meade County,Meade County
20121,Miami,KS,Miami County,Miami County
20123,Mitchell,KS,Mitchell County,Mitchell County
20125,Montgomery,KS,Montgomery County,Montgomery County
20127,Morris,KS,Morris County,Morris County
20129,Morton,KS,Morton County,Morton County
20131,Nemaha,KS,Nemaha County,Nemaha County
20133,Neosho,KS,Neosho County,Neosho County
20135,Ness,KS,Ness County,Ness County
20137,Norton,KS,Norton County,Norton County
20139,Osage,KS,Osage County,Osage County
20141,Osborne,KS,Osborne County,Osborne County
20143,Ottawa,KS,Ottawa County,Ottawa County
20145,Pawnee,KS,Pawnee County,Pawnee County
20147,Phillips,KS,Phillips County,Phillips County
20149,Pottawatomie,KS,Pottawatomie County,Pottawatomie County
20151,Pratt,KS,Pratt County,Pratt County
20153,Rawlins,KS,Rawlins County,Rawlins County
20155,Reno,KS,Reno County,Reno County
20157,Republic,KS,Republic County,Republic County
20159,Rice,KS,Rice County,Rice County
20161,Riley,KS,Riley County,Riley County
20163,Rooks,KS,Rooks County,Rooks County
20165,Rush,KS,Rush County,Rush County
20167,Russell,KS,Russell County,Russell County
20169,Saline,KS,Saline County,Saline County
20171,Scott,KS,Scott County,Scott County
20173,Sedgwick,KS,Sedgwick County,Sedgwick County
20175,Seward,KS,Seward County,Seward County
20177,Shawnee,KS,Shawnee County,Shawnee County
20179,Sheridan,KS,Sheridan County,Sheridan County
20181,Sherman,KS,Sherman County,Sherman County
20183,Smith,KS,Smith County,Smith County
20185,Stafford,KS,Stafford County,Stafford County
20187,Stanton,KS,Stanton County,Stanton County
20189,Stevens,KS,Stevens County,Stevens County
20191,Sumner,KS,Sumner County,Sumner County
20193,Thomas,KS,Thomas County,Thomas County
20195,Trego,KS,Trego County,Trego County
20197,Wabaunsee,KS,Wabaunsee County,Wabaunsee County
20199,Wallace,KS,Wallace County,Wallace County
20201,Washington,KS,Washington County,Washington County
20203,Wichita,KS,Wichita County,Wichita County
20205,Wilson,KS,Wilson County,Wilson County
20207,Woodson,KS,Woodson County,Woodson County
20209,Wyandotte,KS,Wyandotte County,Wyandotte County
21001,Adair,KY,Adair County,Adair County
21003,Allen,KY,Allen County,Allen County
21005,Anderson,KY,Anderson County,Anderson County
21007,Ballard,KY,Ballard County,Ballard County
21009,Barren,KY,Barren County,Barren County
21011,Bath,KY,Bath County,Bath County
21013,Bell,KY,Bell County,Bell County
21015,Boone,KY,Boone County,Boone County
21017,Bourbon,KY,Bourbon County,Bourbon County
21019,Boyd,KY,Boyd County,Boyd County
21021,Boyle,KY,Boyle County,Boyle County
21023,Bracken,KY,Bracken County,Bracken County
21025,Breathitt,KY,Breathitt County,Breathitt County
21027,Breckinridge,KY,Breckinridge County,Breckinridge County
21029,Bullitt,KY,Bullitt County,Bullitt County
21031,Butler,KY,Butler County,Butler County
21033,Caldwell,KY,Caldwell County,Caldwell County
21035,Calloway,KY,Calloway County,Calloway County
21037,Campbell,KY,Campbell County,Campbell County
21039,Carlisle,KY,Carlisle County,Carlisle County
21041,Carroll,KY,Carroll County,Carroll County
21043,Carter,KY,Carter County,Carter County
21045,Casey,KY,Casey County,Casey County
21047,Christian,KY,Christian County,Christian County
21049,Clark,KY,Clark County,Clark County
21051,Clay,KY,Clay County,Clay County
21053,Clinton,KY,Clinton County,Clinton County
21055,Crittenden,KY,Crittenden County,Crittenden County
21057,Cumberland,KY,Cumberland County,Cumberland County
21059,Daviess,KY,Daviess County,Daviess County
21061,Edmonson,KY,Edmonson County,Edmonson County
21063,Elliott,KY,Elliott County,Elliott County
21065,Estill,KY,Estill County,Estill County
21067,Fayette,KY,Fayette County,Fayette County
21069,Fleming,KY,Fleming County,Fleming County
21071,Floyd,KY,Floyd County,Floyd County
21073,Franklin,KY,Franklin County,Franklin County
21075,Fulton,KY,Fulton County,Fulton County
21077,Gallatin,KY,Gallatin County,Gallatin County
21079,Garrard,KY,Garrard County,Garrard County
21081,Grant,KY,Grant County,Grant County
21083,Graves,KY,Graves County,Graves County
21085,Grayson,KY,Grayson County,Grayson County
21087,Green,KY,Green County,Green County
21089,Greenup,KY,Greenup County,Greenup County
21091,Hancock,KY,Hancock County,Hancock County
21093,Hardin,KY,Hardin County,Hardin County
21095,Harlan,KY,Harlan County,Harlan County
21097,Harrison,KY,Harrison County,Harrison County
21099,Hart,KY,Hart County,Hart County
21101,Henderson,KY,Henderson County,Henderson County
21103,Henry,KY,Henry County,Henry County
21105,Hickman,KY,Hickman County,Hickman County
21107,Hopkins,KY,Hopkins County,Hopkins County
21109,Jackson,KY,Jackson County,Jackson County
21111,Jefferson,KY,Jefferson County,Jefferson County
21113,Jessamine,KY,Jessamine County,Jessamine County
21115,Johnson,KY,Johnson County,Johnson County
21117,Kenton,KY,Kenton County,Kenton County
21119,Knott,KY,Knott County,Knott County
21121,Knox,KY,Knox County,Knox County
21123,Larue,KY,Larue County,Larue County
21125,Laurel,KY,Laurel County,Laurel County
21127,Lawrence,KY,Lawrence County,Lawrence County
21129,Lee,KY,Lee County,Lee County
21131,Leslie,KY,Leslie County,Leslie County
21133,Letcher,KY,Letcher County,Letcher County
21135,Lewis,KY,Lewis County,Lewis County
21137,Lincoln,KY,Lincoln County,Lincoln County
21139,Livingston,KY,Livingston County,Livingston County
21141,Logan,KY,Logan County,Logan County
21143,Lyon,KY,Lyon County,Lyon County
21145,McCracken,KY,McCracken County,McCracken County
21147,McCreary,KY,McCreary County,McCreary County
21149,McLean,KY,McLean County,McLean County
21151,Madison,KY,Madison County,Madison County
21153,Magoffin,KY,Magoffin County,Magoffin County
21155,Marion,KY,Marion County,Marion County
21157,Marshall,KY,Marshall County,Marshall County
21159,Martin,KY,Martin County,Martin County
21161,Mason,KY,Mason County,Mason County
21163,Meade,KY,Meade County,Meade County
21165,Menifee,KY,Menifee County,Menifee County
21167,Mercer,KY,Mercer County,Mercer County
21169,Metcalfe,KY,Metcalfe County,Metcalfe County
21171,Monroe,KY,Monroe County,Monroe County
21173,Montgomery,KY,Montgomery County,Montgomery County
21175,Morgan,KY,Morgan County,Morgan County
21177,Muhlenberg,KY,Muhlenberg County,Muhlenberg County
21179,Nelson,KY,Nelson County,Nelson County
21181,Nicholas,KY,Nicholas County,Nicholas County
21183,Ohio,KY,Ohio County,Ohio County
21185,Oldham,KY,Oldham County,Oldham County
21187,Owen,KY,Owen County,Owen County
21189,Owsley,KY,Owsley County,Owsley County
21191,Pendleton,KY,Pendleton County,Pendleton County
21193,Perry,KY,Perry County,Perry County
21195,Pike,KY,Pike County,Pike County
21197,Powell,KY,Powell County,Powell County
21199,Pulaski,KY,Pulaski County,Pulaski County
21201,Robertson,KY,Robertson County,Robertson County
21203,Rockcastle,KY,Rockcastle County,Rockcastle County
21205,Rowan,KY,Rowan County,Rowan County
21207,Russell,KY,Russell County,Russell County
21209,Scott,KY,Scott County,Scott County
21211,Shelby,KY,Shelby County,Shelby County
21213,Simpson,KY,Simpson County,Simpson County
21215,Spencer,KY,Spencer County,Spencer County
21217,Taylor,KY,Taylor County,Taylor County
21219,Todd,KY,Todd County,Todd County
21221,Trigg,KY,Trigg County,Trigg County
21223,Trimble,KY,Trimble County,Trimble County
21225,Union,KY,Union County,Union County
21227,Warren,KY,Warren County,Warren County
21229,Washington,KY,Washington County,Washington County
21231,Wayne,KY,Wayne County,Wayne County
21233,Webster,KY,Webster County,Webster County
21235,Whitley,KY,Whitley County,Whitley County
21237,Wolfe,KY,Wolfe County,Wolfe County
21239,Woodford,KY,Woodford County,Woodford County
22001,Acadia,LA,Acadia County,Acadia County
22003,Allen,LA,Allen County,Allen County
22005,Ascension,LA,Ascension County,Ascension County
22007,Assumption,LA,Assumption County,Assumption County
22009,Avoyelles,LA,Avoyelles County,Avoyelles County
22011,Beauregard,LA,Beauregard County,Beauregard County
22013,Bienville,LA,Bienville County,Bienville County
22015,Bossier,LA,Bossier County,Bossier County
22017,Caddo,LA,Caddo County,Caddo County
22019,Calcasieu,LA,Calcasieu County,Calcasieu County
22021,Caldwell,LA,Caldwell County,Caldwell County
22023,Cameron,LA,Cameron County,Cameron County
22025,Catahoula,LA,Catahoula County,Catahoula County
22027,Claiborne,LA,Claiborne County,Claiborne County
22029,Concordia,LA,Concordia County,Concordia County
22031,De Soto,LA,De Soto County,De Soto County
22033,East Baton Rouge,LA,East Baton Rouge County,East Baton Rouge County
22035,East Carroll,LA,East Carroll County,East Carroll County
22037,East Feliciana,LA,East Feliciana County,East Feliciana County
22039,Evangeline,LA,Evangeline County,Evangeline County
22041,Franklin,LA,Franklin County,Franklin County
22043,Grant,LA,Grant County,Grant County
22045,Iberia,LA,Iberia County,Iberia County
22047,Iberville,LA,Iberville County,Iberville County
22049,Jackson,LA,Jackson County,Jackson County
22051,Jefferson,LA,Jefferson County,Jefferson County
22053,Jefferson Davis,LA,Jefferson Davis County,Jefferson Davis County
22055,Lafayette,LA,Lafayette County,Lafayette County
22057,Lafourche,LA,Lafourche County,Lafourche County
22059,La Salle,LA,La Salle County,La Salle County
22061,Lincoln,LA,Lincoln County,Lincoln County
22063,Livingston,LA,Livingston County,Livingston County
22065,Madison,LA,Madison County,Madison County
22067,Morehouse,LA,Morehouse County,Morehouse County
22069,Natchitoches,LA,Natchitoches County,Natchitoches County
22071,Orleans,LA,Orleans County,Orleans County
22073,Ouachita,LA,Ouachita County,Ouachita County
22075,Plaquemines,LA,Plaquemines County,Plaquemines County
22077,Pointe Coupee,LA,Pointe Coupee County,Pointe Coupee County
22079,Rapides,LA,Rapides County,Rapides County
22081,Red River,LA,Red River County,Red River County
22083,Richland,LA,Richland County,Richland County
22085,Sabine,LA,Sabine County,Sabine County
22087,St Bernard,LA,St Bernard County,St Bernard County
22089,St Charles,LA,St Charles County,St Charles County
22091,St Helena,LA,St Helena County,St Helena County
22093,St James,LA,St James County,St James County
22095,St John the Baptist,LA,St John the Baptist County,St John the Baptist County
22097,St Landry,LA,St Landry County,St Landry County
22099,St Martin,LA,St Martin County,St Martin County
22101,St Mary,LA,St Mary County,St Mary County
22103,St Tammany,LA,St Tammany County,St Tammany County
22105,Tangipahoa,LA,Tangipahoa County,Tangipahoa County
22107,Tensas,LA,Tensas County,Tensas County
22109,Terrebonne,LA,Terrebonne County,Terrebonne County
22111,Union,LA,Union County,Union County
22113,Vermilion,LA,Vermilion County,Vermilion County
22115,Vernon,LA,Vernon County,Vernon County
22117,Washington,LA,Washington County,Washington County
22119,Webster,LA,Webster County,Webster County
22121,West Baton Rouge,LA,West Baton Rouge County,West Baton Rouge County
22123,West Carroll,LA,West Carroll County,West Carroll County
22125,West Feliciana,LA,West Feliciana County,West Feliciana County
22127,Winn,LA,Winn County,Winn County
23001,Androscoggin,ME,Androscoggin County,Androscoggin County
23003,Aroostook,ME,Aroostook County,Aroostook County
23005,Cumberland,ME,Cumberland County,Cumberland County
23007,Franklin,ME,Franklin County,Franklin County
23009,Hancock,ME,Hancock County,Hancock County
23011,Kennebec,ME,Kennebec County,Kennebec County
23013,Knox,ME,Knox County,Knox County
23015,Lincoln,ME,Lincoln County,Lincoln County
23017,Oxford,ME,Oxford County,Oxford County
23019,Penobscot,ME,Penobscot County,Penobscot County
23021,Piscataquis,ME,Piscataquis County,Piscataquis County
23023,Sagadahoc,ME,Sagadahoc County,Sagadahoc County
23025,Somerset,ME,Somerset County,Somerset County
23027,Waldo,ME,Waldo County,Waldo County
23029,Washington,ME,Washington County,Washington County
23031,York,ME,York County,York County
24001,Allegany,MD,Allegany County,Allegany County
24003,Anne Arundel,MD,Anne Arundel County,Anne Arundel County
24005,Baltimore,MD,Baltimore County,Baltimore County
24009,Calvert,MD,Calvert County,Calvert County
24011,Caroline,MD,Caroline County,Caroline County
24013,Carroll,MD,Carroll County,Carroll County
